1 0 0 0 0 0 
6 2 0 0 0 0 
11 2 0 0 0 0 
16 2 0 0 0 0 
21 2 0 0 0 0 
26 2 0 0 0 0 
31 2 0 0 0 0 
36 2 0 0 0 0 
41 2 0 0 0 0 
46 2 0 0 0 0 
51 2 0 0 0 0 
56 2 0 0 0 0 
61 2 0 0 0 0 
66 2 0 0 0 0 
71 2 0 0 0 0 
76 2 0 0 0 0 
81 2 0 0 0 0 
86 1 0 0 0 0 
91 0 0 0 0 0 
96 0 0 2 0 0 
101 0 0 2 0 0 
106 0 0 2 0 0 
111 0 0 2 0 0 
116 0 0 1 0 0 
121 0 0 0 0 0 
126 0 0 0 0 0 
131 0 0 0 0 0 
136 0 1 0 0 0 
141 0 0 0 0 0 
146 0 0 0 0 1 
151 1 0 0 0 0 
156 0 0 0 0 0 
161 0 0 0 0 0 
166 0 0 0 0 0 
171 1 1 0 0 0 
176 1 1 0 0 0 
181 1 0 0 0 0 
186 1 1 0 0 1 
191 1 1 0 0 1 
196 1 1 0 0 1 
201 1 1 0 0 1 
206 1 1 0 0 1 
211 1 1 0 0 1 
216 1 1 0 0 1 
221 1 1 0 0 0 
226 1 1 0 0 1 
231 1 1 0 0 0 
236 1 1 0 0 1 
241 1 1 0 0 0 
246 1 1 0 0 0 
251 1 1 0 0 0 
256 1 1 0 0 0 
261 1 1 0 0 0 
266 1 1 0 0 0 
271 1 1 0 0 0 
276 1 1 0 0 0 
281 1 1 0 0 0 
286 1 1 0 0 0 
291 1 1 0 0 0 
296 1 1 0 0 0 
301 1 1 0 0 0 
306 1 1 0 0 0 
311 1 1 0 0 0 
316 1 1 0 0 0 
321 1 1 0 0 0 
326 1 1 0 0 0 
331 1 1 0 0 0 
336 1 1 0 0 0 
341 1 1 0 0 0 
346 1 1 0 0 0 
351 1 1 0 0 0 
356 1 1 0 0 0 
361 1 1 0 0 0 
366 1 1 0 0 0 
371 1 1 0 0 0 
376 1 1 0 0 0 
381 1 1 0 0 0 
386 1 1 0 0 0 
391 1 1 0 0 0 
396 1 1 0 0 0 
401 1 1 0 0 0 
406 1 1 0 0 0 
411 1 1 0 0 1 
416 1 1 0 0 1 
421 1 1 0 0 0 
426 1 1 0 0 0 
431 1 1 0 0 0 
436 1 1 0 0 0 
441 1 1 0 0 0 
446 1 1 0 0 0 
451 1 1 0 0 0 
456 1 1 0 0 0 
461 1 1 0 0 0 
466 1 1 0 0 0 
471 1 1 0 0 0 
476 1 1 0 0 0 
481 1 1 0 0 0 
486 1 1 0 0 0 
491 1 1 0 0 0 
496 1 1 0 0 0 
501 1 1 0 0 0 
506 1 1 0 0 0 
511 1 1 0 0 0 
516 1 1 0 0 0 
521 1 1 0 0 0 
526 1 1 0 0 0 
531 1 1 0 0 0 
536 1 1 0 0 0 
541 1 1 0 0 0 
546 1 1 0 0 0 
551 1 1 0 0 0 
556 1 1 0 0 0 
561 1 1 0 0 0 
566 1 1 0 0 0 
571 1 1 0 0 0 
576 1 1 0 0 0 
581 1 1 0 0 0 
586 1 1 0 0 0 
591 1 1 0 0 0 
596 1 1 0 0 0 
601 1 1 0 0 0 
606 1 1 0 0 0 
611 1 1 0 0 0 
616 1 1 0 0 0 
621 1 1 0 0 0 
626 1 1 0 0 0 
631 1 1 0 0 0 
636 1 1 0 0 0 
641 1 1 0 0 0 
646 1 1 0 0 0 
651 1 1 0 0 0 
656 1 1 0 0 0 
661 1 1 0 0 0 
666 1 1 0 0 0 
671 1 1 0 0 0 
676 1 1 0 0 0 
681 1 1 0 0 0 
686 1 1 0 0 0 
691 1 1 0 0 0 
696 1 1 0 0 0 
701 1 1 0 0 0 
706 1 1 0 0 1 
711 1 1 0 0 1 
716 1 1 0 1 1 
721 1 1 0 0 1 
726 1 1 0 0 1 
731 1 1 0 0 1 
736 1 1 0 0 1 
741 1 1 0 0 1 
746 1 1 0 0 1 
751 1 1 0 0 1 
756 1 1 0 0 1 
761 1 1 0 0 1 
766 1 1 0 0 1 
771 1 1 0 0 1 
776 1 1 0 0 1 
781 1 1 0 0 1 
786 1 1 0 0 1 
791 1 1 0 0 1 
796 1 1 0 0 1 
801 1 1 0 0 1 
806 1 1 0 0 1 
811 1 1 0 0 1 
816 1 1 0 0 1 
821 1 1 0 0 1 
826 1 1 0 0 1 
831 1 1 0 0 1 
836 1 1 0 0 1 
841 1 1 0 0 1 
846 1 1 0 0 1 
851 1 1 0 0 1 
856 1 1 0 0 1 
861 1 1 0 0 1 
866 1 1 0 0 1 
871 1 1 0 1 1 
876 1 1 0 0 1 
881 1 1 0 0 1 
886 1 1 0 0 1 
891 1 1 0 0 1 
896 1 1 0 0 1 
901 1 1 0 0 0 
906 1 1 0 0 1 
911 1 1 0 0 1 
916 1 1 0 0 1 
921 1 1 0 0 1 
926 1 1 0 0 0 
931 1 1 0 0 0 
936 1 1 0 0 1 
941 1 1 0 0 0 
946 1 1 0 0 0 
951 1 1 0 0 1 
956 1 1 0 0 1 
961 1 1 0 0 1 
966 1 1 0 0 1 
971 1 1 0 0 0 
976 1 1 0 0 0 
981 1 1 1 0 0 
986 1 1 1 0 0 
991 1 1 1 0 0 
996 1 1 1 0 0 
